"iteration","deviance_explained","s_yyyy_p_value"
1,0.576487685344218,0
2,0.597547836375363,0
3,0.576843958969413,0
4,0.605309041215565,0
5,0.548374576238911,0
6,0.618274039627416,0
7,0.588807461722083,0
8,0.58767129083877,0
9,0.639478371498129,0
10,0.547263601849482,0
11,0.556694353175043,0
12,0.52349339976766,0
13,0.667985171729189,0
14,0.517784990582625,0
15,0.617616213804991,0
16,0.543943928745313,0
17,0.617812922467146,0
18,0.665526783372682,0
19,0.562386619446111,0
20,0.642850054735613,0
21,0.580982931669634,0
22,0.568532852873964,0
23,0.532844137456961,0
24,0.544133635412095,0
25,0.593593971534579,0
26,0.588738070297117,0
27,0.659746650179431,0
28,0.558152421126089,0
29,0.501796253659108,0
30,0.562384730393779,0
31,0.628093706967315,0
32,0.5291490983707,0
33,0.546618049665921,0
34,0.446875568230789,7.5598291926493e-07
35,0.513575721373034,0
36,0.510358561039393,0
37,0.674219101316945,0
38,0.471014294542887,0
39,0.611408699983564,0
40,0.480316216579256,5.16387022253539e-07
41,0.522037202134511,3.76640230670411e-07
42,0.545295129253921,0
43,0.560810018437578,0
44,0.557396918629789,0
45,0.490433710722328,0
46,0.599891535478853,0
47,0.5123254886963,0
48,0.571736376067332,0
49,0.6261582667611,0
50,0.654728469237345,0
51,0.576195184771425,0
52,0.50211071860096,0
53,0.591432300445582,0
54,0.550784164702028,0
55,0.601130309166329,0
56,0.560148988676402,0
57,0.474531671348295,2.01253440135218e-07
58,0.517030068424233,0
59,0.517841308277291,0
60,0.511410065136712,1.82720796826352e-07
61,0.557483598102776,0
62,0.684278908950183,0
63,0.527960744951651,0
64,0.525920800642334,0
65,0.588094094413385,0
66,0.587980709270897,0
67,0.640105315272214,0
68,0.507826190120306,0
69,0.588070061538625,0
70,0.488488768124096,0
71,0.547129835887045,0
72,0.555621626388625,0
73,0.550995512052896,0
74,0.634897374310284,0
75,0.586625393272474,0
76,0.548639099617289,0
77,0.516987137571648,0
78,0.574026588957422,0
79,0.526342322859415,0
80,0.560942059011831,0
81,0.570523126662115,0
82,0.462896741222877,0
83,0.548924778260295,0
84,0.65320681747471,0
85,0.528664735061021,3.37097166847045e-07
86,0.600944836125111,0
87,0.595421264572627,0
88,0.560244650970626,0
89,0.645074090812024,0
90,0.580198435867109,0
91,0.626813577128717,0
92,0.553883926593593,0
93,0.501150568689574,0
94,0.542121706108611,0
95,0.515475030053647,0
96,0.631400019154339,0
97,0.55264418233495,0
98,0.619573030683911,0
99,0.584011833105809,0
100,0.586157794810473,0
101,0.600371092887287,0
102,0.630704715498791,0
103,0.629632468894233,0
104,0.56300463802579,0
105,0.535321778784759,0
106,0.437812495840646,8.76654742354432e-07
107,0.520811661158772,0
108,0.575304742703178,0
109,0.57391077228551,0
110,0.534203752099246,0
111,0.565447246615162,0
112,0.557165981584864,0
113,0.503904751121161,0
114,0.522499040625734,0
115,0.570494402156356,0
116,0.541414325742802,0
117,0.596834746454739,0
118,0.531654310080054,0
119,0.461035364842114,0
120,0.567286254937184,0
121,0.521813872754388,0
122,0.602498115325562,0
123,0.612109970529727,0
124,0.504110936393066,0
125,0.645629420864296,0
126,0.64592236547926,0
127,0.650876799034396,0
128,0.628776073743379,0
129,0.615316075302464,0
130,0.581627493621594,0
131,0.564032769888714,0
132,0.524423502189284,0
133,0.614160515834138,0
134,0.5328875634778,0
135,0.497231045902824,0
136,0.530494257462984,0
137,0.670867905610421,0
138,0.62237056188622,0
139,0.628124441160432,0
140,0.649895514050309,0
141,0.567981101150671,0
142,0.561866040196907,0
143,0.573434044949976,0
144,0.59649735226186,0
145,0.543532971013757,0
146,0.543124471560086,0
147,0.576447932429873,0
148,0.54830251550724,0
149,0.670914914484732,0
150,0.51531019712157,0
151,0.492586907991131,0
152,0.646476804220266,0
153,0.457683937851624,3.38865605797878e-07
154,0.546111572073405,0
155,0.662141662827159,0
156,0.633107208462585,0
157,0.568432091266325,0
158,0.586244432347117,0
159,0.565026377920027,0
160,0.522433694605659,0
161,0.525891886911753,0
162,0.476593170953028,2.37246976619865e-07
163,0.543691262857514,0
164,0.518440500915289,0
165,0.536070999181199,0
166,0.676398689420907,0
167,0.69224124767296,0
168,0.478376377593678,0
169,0.502009017739417,0
170,0.557510872537075,0
171,0.634829555250488,0
172,0.565576159021297,0
173,0.600795103654106,0
174,0.641827964254049,0
175,0.591970568270186,0
176,0.518367368916852,0
177,0.528072990143537,0
178,0.624582432676512,0
179,0.536912709553801,0
180,0.571395276134451,0
181,0.554171702832543,0
182,0.641081316643131,0
183,0.614085762276756,0
184,0.566485174378784,0
185,0.598659874625553,0
186,0.539054849694459,0
187,0.559613155234012,0
188,0.633450139306164,0
189,0.536766090585802,0
190,0.657356925614427,0
191,0.57099858095453,0
192,0.634660281717653,0
193,0.612160780185158,0
194,0.553167498386612,0
195,0.610649508521287,0
196,0.719183838981797,0
197,0.519636038137807,0
198,0.588144930484215,0
199,0.669917418743491,0
200,0.605798270483538,0
201,0.613541938677056,0
202,0.560943527910316,0
203,0.533494985168286,0
204,0.616651201585948,0
205,0.60230898259042,0
206,0.622081312333296,0
207,0.546305977997188,0
208,0.535245055556236,0
209,0.553361173755333,0
210,0.661994449507604,0
211,0.635953048733648,0
212,0.585254784642966,0
213,0.419154373331913,1.82574505658284e-06
214,0.524112813414556,0
215,0.42807497975865,9.58516995885894e-07
216,0.543058630744491,0
217,0.65556437903875,0
218,0.560265825447223,0
219,0.613570803223888,0
220,0.634241730712666,0
221,0.509345252304422,0
222,0.569272777963289,0
223,0.472518311386115,5.90468066385963e-07
224,0.47680819386958,0
225,0.429899460621462,8.69564153571645e-07
226,0.440559177220728,8.7269181509031e-07
227,0.635537249254471,0
228,0.592852238591761,0
229,0.452897741498589,0
230,0.578675869806311,0
231,0.557691846397986,0
232,0.534368391741185,0
233,0.604909756560033,0
234,0.614500959040103,0
235,0.550668459648397,0
236,0.590882731461655,0
237,0.652183619735141,0
238,0.60490218830993,0
239,0.493507797014186,0
240,0.536736181196595,0
241,0.582690087725998,0
242,0.497592631012488,0
243,0.619300465762613,0
244,0.613337928476549,0
245,0.550086913146182,0
246,0.508797038563399,0
247,0.557123131332996,0
248,0.458378411275668,7.38082902906889e-07
249,0.600468942724621,0
250,0.586677678047644,0
251,0.5909128936059,0
252,0.488921169883389,0
253,0.550119391617443,0
254,0.504093108919807,0
255,0.580705743383485,0
256,0.514408046413226,0
257,0.576897016386585,0
258,0.509092031642922,0
259,0.629615634938103,0
260,0.543941020294935,0
261,0.588561148246178,0
262,0.503590473263832,0
263,0.596638824314804,0
264,0.590632559927557,0
265,0.604828147579399,0
266,0.590668562903687,0
267,0.553977030510975,3.44150503317486e-07
268,0.538278350370207,0
269,0.611582660140149,0
270,0.644123765301668,0
271,0.57290461032655,0
272,0.548421097348721,0
273,0.652607128800716,0
274,0.526000413541804,0
275,0.484685878019472,0
276,0.619884241268899,0
277,0.551262232599872,0
278,0.499399887475792,0
279,0.503404941922425,0
280,0.535322749490714,0
281,0.584409474265647,0
282,0.606995857846386,0
283,0.615384882219438,0
284,0.627267275644957,0
285,0.558426616064478,0
286,0.53767748959773,0
287,0.562529106272273,0
288,0.454735248751962,2.64869952742997e-06
289,0.542046075866599,0
290,0.552648389686476,0
291,0.505147214542172,3.93978885626645e-07
292,0.513440446302284,0
293,0.499505552817615,0
294,0.605921154273114,0
295,0.509944880068946,0
296,0.602353976090179,0
297,0.536643561908964,0
298,0.637171137760432,0
299,0.648140886020479,0
300,0.523918729704993,0
301,0.5857406639349,0
302,0.593768973998996,0
303,0.563592978920342,0
304,0.583850945481982,0
305,0.431528930812212,1.44739925722615e-06
306,0.415266044735235,1.89209170115001e-06
307,0.582800866554072,0
308,0.465314889211149,3.83563085404326e-07
309,0.602818974247716,0
310,0.498784068330347,0
311,0.51506948750822,0
312,0.600563472094323,0
313,0.66918738911775,0
314,0.571111523967472,0
315,0.537446437134013,0
316,0.660400143139975,0
317,0.553735774396386,0
318,0.584791484418177,0
319,0.480766049197257,0
320,0.577420279704415,0
321,0.584343320300693,0
322,0.628905938160478,0
323,0.571962275015453,0
324,0.561990200906367,0
325,0.417543759471384,2.69891070964201e-06
326,0.609939812230489,0
327,0.514222163232934,0
328,0.531367970141495,0
329,0.649487717195835,0
330,0.406816635205101,2.67714465729263e-06
331,0.58982567837588,0
332,0.625051235158569,0
333,0.581417200462606,0
334,0.63089339584138,0
335,0.458341901832617,0
336,0.585610843042644,0
337,0.521745885076237,0
338,0.623311652946248,0
339,0.594783820701362,0
340,0.51969663678242,0
341,0.477804966902615,0
342,0.614054808394066,0
343,0.597395992034218,0
344,0.469735431448209,0
345,0.660625559784076,0
346,0.54268873135249,8.35571524138157e-07
347,0.633811884614162,0
348,0.581126619245956,0
349,0.529713452280374,0
350,0.56000881213855,0
351,0.614512894452523,0
352,0.485080290526032,0
353,0.592980958807194,0
354,0.509845213877369,0
355,0.600521118564431,0
356,0.573851826025262,0
357,0.600157490781432,0
358,0.590290103775017,0
359,0.571065281187914,0
360,0.564592993948866,0
361,0.416062734187664,1.3187142301474e-06
362,0.501058491690953,0
363,0.521820594209531,0
364,0.541266092453224,0
365,0.574799176592689,0
366,0.521556514610567,0
367,0.574897146274277,0
368,0.500890423747242,0
369,0.664818521616803,0
370,0.694474070733571,0
371,0.490575515330892,0
372,0.54570513003851,0
373,0.602392466860872,0
374,0.509266486910036,0
375,0.477002376011328,0
376,0.61502069963863,0
377,0.59789146003274,0
378,0.54629863885767,0
379,0.494026747766838,0
380,0.583884239622853,0
381,0.536358571768189,0
382,0.654561045546145,0
383,0.556370760723538,0
384,0.587389892457154,0
385,0.538765472130521,0
386,0.570725019921991,0
387,0.567718015639654,0
388,0.670238412726324,0
389,0.461851433185756,0
390,0.654419475262645,0
391,0.481282287228109,3.16857538484872e-07
392,0.556712512480991,0
393,0.608548736701779,0
394,0.565655940513068,0
395,0.485708332672285,0
396,0.46075242355422,5.29668127913219e-07
397,0.535947083124142,0
398,0.559476091773247,0
399,0.591767406926112,0
400,0.542185619577491,0
401,0.509006593761126,0
402,0.581674708203767,0
403,0.560345437664397,0
404,0.585865038257031,0
405,0.490363891321079,0
406,0.627051990623607,0
407,0.573677406955274,0
408,0.510192581011092,0
409,0.519212657741817,0
410,0.588401289389844,0
411,0.608121153472704,0
412,0.605114979216659,0
413,0.630275625710434,0
414,0.565781323632209,0
415,0.600165798754538,0
416,0.622281652390996,0
417,0.644188172094261,0
418,0.660416552656494,0
419,0.474352725488752,6.1723498534505e-07
420,0.596614099329921,0
421,0.57639787685551,0
422,0.655226964984215,0
423,0.631949884607315,0
424,0.503077710316412,0
425,0.51890683636904,0
426,0.567292074717333,0
427,0.613743711664175,0
428,0.635998444169732,0
429,0.597864992207305,0
430,0.565313170538853,0
431,0.556327683658304,0
432,0.605249941892893,0
433,0.544995390391529,0
434,0.606335984121678,0
435,0.579978045200117,0
436,0.642599917214409,0
437,0.5252567346873,0
438,0.620631746962897,0
439,0.556590080783661,0
440,0.513841519451284,0
441,0.472940784168303,0
442,0.55094828495854,0
443,0.60294998175646,0
444,0.620690752561108,0
445,0.612820097691227,0
446,0.612618745887808,0
447,0.601339779692418,0
448,0.565045666001864,0
449,0.514827442154207,0
450,0.614432872214175,0
451,0.576482217910173,0
452,0.556243064771212,0
453,0.562283546464224,0
454,0.584180953775865,0
455,0.548924115385063,0
456,0.594335713760311,0
457,0.581044140338401,0
458,0.532143836392952,0
459,0.576804503897317,0
460,0.57730989207195,0
461,0.673558834518531,0
462,0.554563304742622,0
463,0.487520334684269,0
464,0.609930257038826,0
465,0.577106942487816,0
466,0.57959484250113,0
467,0.504110854864778,0
468,0.508185622353792,0
469,0.661257710595338,0
470,0.636931265269673,0
471,0.540242074927613,0
472,0.475267049812068,6.59279699388726e-07
473,0.530302311302005,0
474,0.570124647831696,0
475,0.634661068505526,0
476,0.506084144833737,5.22791793022837e-07
477,0.518769114960317,0
478,0.568660961645688,0
479,0.547087122974453,0
480,0.51061680061697,0
481,0.530470908352461,0
482,0.537254158692289,0
483,0.580777653617531,0
484,0.591751452059755,0
485,0.562299177684532,0
486,0.552856487593606,0
487,0.668065960136135,0
488,0.647687454958673,0
489,0.572303409125903,0
490,0.483864210628552,0
491,0.48013857329469,0
492,0.664348903379527,0
493,0.592578044854937,0
494,0.548911104414677,0
495,0.595126492036165,0
496,0.561523719313992,0
497,0.627507439022709,0
498,0.546728022653451,0
499,0.703714064065602,0
500,0.550830086543156,0
501,0.656269004914234,0
502,0.565184730643096,0
503,0.528330961928006,0
504,0.464048995034849,4.8301090660452e-07
505,0.626142684579629,0
506,0.568505312433845,0
507,0.439908564465447,2.50366886189735e-06
508,0.528530027704043,0
509,0.640779137140316,0
510,0.632759687174664,0
511,0.633582879823567,0
512,0.541571574741807,0
513,0.539542207194266,0
514,0.621061435079518,0
515,0.455413112826396,0
516,0.607946754355727,0
517,0.585473381538667,0
518,0.485343863930558,0
519,0.613176471808519,0
520,0.575901839113483,0
521,0.644331984310889,0
522,0.503473085591309,0
523,0.64538797601358,0
524,0.54619136772807,0
525,0.577730173760589,0
526,0.565925542494727,0
527,0.668657635499015,0
528,0.583516988958136,0
529,0.684451904961624,0
530,0.655292865249837,0
531,0.623604032982639,0
532,0.610294463525172,0
533,0.560084240866951,0
534,0.500395035086903,0
535,0.582509406861409,0
536,0.596944791004927,0
537,0.556376139012443,0
538,0.609144249733966,0
539,0.524630285427318,0
540,0.534374006256405,0
541,0.554136150692055,0
542,0.555395812985751,0
543,0.594911604945647,0
544,0.582843685448549,0
545,0.503973664554509,4.18558597503615e-07
546,0.514728726776658,0
547,0.540869438990717,0
548,0.582411280333973,0
549,0.535793017786025,0
550,0.576119139475306,0
551,0.549433544114266,0
552,0.478181396604998,0
553,0.586454545624949,0
554,0.576493774657152,0
555,0.631937416155197,0
556,0.499034946807329,0
557,0.718317398314716,0
558,0.624506676414877,0
559,0.543364660187017,0
560,0.587615858501274,0
561,0.577705123242278,0
562,0.556322566396678,0
563,0.62497256927256,0
564,0.612976200707686,0
565,0.586773643882152,1.47046425036379e-07
566,0.6085230027735,0
567,0.450565252299469,4.96454360343623e-07
568,0.635632460315707,0
569,0.590968316789207,0
570,0.560499531568287,0
571,0.516057685305858,0
572,0.540055220248553,0
573,0.596472474675782,0
574,0.542957609400596,0
575,0.652091370227795,0
576,0.519312930319326,4.0787084021332e-07
577,0.520090658692209,0
578,0.524091515281343,0
579,0.551786277537237,0
580,0.561560354646833,0
581,0.514607556215947,0
582,0.582995479207679,0
583,0.504393776998178,0
584,0.570192076960882,0
585,0.595184483814306,0
586,0.568969767507182,0
587,0.641779624934889,0
588,0.565550272379274,0
589,0.56134004019781,0
590,0.580300928688101,0
591,0.487787371677414,0
592,0.439351108425263,1.80314217168576e-06
593,0.520847905137618,0
594,0.579566122161315,0
595,0.519012723880122,0
596,0.626580903658603,0
597,0.510429645744574,4.09872220052954e-07
598,0.531684829832253,0
599,0.517141106294251,0
600,0.625037449520657,0
601,0.622218264157999,0
602,0.591991250912925,0
603,0.657534704794875,0
604,0.630093343542477,0
605,0.655240509476238,0
606,0.485174028308435,0
607,0.588218660653591,0
608,0.632241428921892,0
609,0.46381272198911,0
610,0.566441065908521,0
611,0.532411118860128,0
612,0.505388868125731,0
613,0.579628124608432,0
614,0.564837338793067,0
615,0.578115031493298,0
616,0.612704978471736,0
617,0.519792059172944,0
618,0.633494249596425,0
619,0.549046587309498,0
620,0.511470785693286,0
621,0.510368936170943,0
622,0.683050080856055,0
623,0.425434068196946,1.6041224082386e-06
624,0.642819546434957,0
625,0.63184240139175,0
626,0.554339031609721,0
627,0.507367828287768,0
628,0.655476710590389,0
629,0.61040403394688,0
630,0.526577278668355,0
631,0.570431250104877,0
632,0.536863693770951,0
633,0.562102172845435,0
634,0.618441894392019,0
635,0.580989531652127,0
636,0.527204258565427,0
637,0.59803997104915,0
638,0.595159486326551,0
639,0.579972476436469,0
640,0.491360971299408,0
641,0.499571844935005,0
642,0.578776660906166,0
643,0.562023944611039,0
644,0.527270247642735,0
645,0.551544750615004,0
646,0.545512347284555,0
647,0.43932128190605,1.40630250833329e-06
648,0.58685205703082,0
649,0.496140078872666,4.83345437396476e-07
650,0.562169884246906,0
651,0.629626039746566,0
652,0.517327065960397,0
653,0.533363785781498,0
654,0.435366961660374,1.42339725622831e-06
655,0.496985698252384,0
656,0.527351038052966,0
657,0.57886667113411,0
658,0.602580558047154,0
659,0.532052028429647,0
660,0.588929160690173,0
661,0.508174481342154,0
662,0.565966101099665,0
663,0.603083771929913,0
664,0.649848652316799,0
665,0.589621459412231,0
666,0.489243823232312,0
667,0.556522613423804,0
668,0.524817289759008,0
669,0.589704412058971,0
670,0.532479004482769,0
671,0.666184453326242,0
672,0.499133046899785,1.6235069816295e-07
673,0.62130845958184,0
674,0.564030133400016,0
675,0.575067104241187,0
676,0.540616013771956,0
677,0.513664133766223,0
678,0.617248556929113,0
679,0.621315272794552,0
680,0.693040623330093,0
681,0.449670844251886,1.01822282472241e-06
682,0.622157962601578,0
683,0.46664037559208,0
684,0.658399327749334,0
685,0.612528720411631,0
686,0.615921042401481,0
687,0.532382325513486,0
688,0.578104194957609,0
689,0.638766926015301,0
690,0.676365528396604,0
691,0.612978010605614,0
692,0.525347634479651,0
693,0.556222039427534,0
694,0.603757946349922,0
695,0.499164088130871,0
696,0.541999672873646,0
697,0.584271574379489,0
698,0.574953007734514,0
699,0.546606950950956,0
700,0.540628269627659,0
701,0.55300785551472,0
702,0.481481270035578,0
703,0.62977498594929,0
704,0.572730532688523,0
705,0.5350235927779,0
706,0.58162295055279,0
707,0.49082613019091,0
708,0.466899134238525,0
709,0.61247321494841,0
710,0.634707255422547,0
711,0.582638238783964,0
712,0.625758185909944,0
713,0.642214404839362,0
714,0.637302133259224,0
715,0.486050681528294,4.11480669815223e-07
716,0.647398904754547,0
717,0.571920434794517,0
718,0.634804342676404,0
719,0.496999186396731,0
720,0.551787146889847,0
721,0.483957007546604,0
722,0.557107345426247,0
723,0.621163721579044,0
724,0.673838975795283,0
725,0.607071568121772,0
726,0.461900803937122,8.73740902351816e-07
727,0.51343081111946,4.18529590429095e-07
728,0.528081002679306,0
729,0.614430422580262,0
730,0.622184424014268,0
731,0.646519606030062,0
732,0.465554286288278,2.06335355246168e-07
733,0.657060100613877,0
734,0.561214820717798,0
735,0.575384533921061,0
736,0.64134646112061,0
737,0.614662575103411,0
738,0.625200363615701,0
739,0.645814124621339,0
740,0.619809218676538,0
741,0.555266661912518,0
742,0.591741221458165,0
743,0.633288213890225,0
744,0.568559225562101,0
745,0.596654779017552,0
746,0.619255545600862,0
747,0.535916541908936,0
748,0.560296844129044,0
749,0.561125573067056,1.78296238106945e-07
750,0.471403040899655,0
751,0.576827072308674,0
752,0.60686949272216,0
753,0.497452368542558,0
754,0.554753194643783,0
755,0.518923769255248,0
756,0.560963780962299,0
757,0.511221378047339,0
758,0.525816897935168,0
759,0.650115690680037,0
760,0.553031801898447,0
761,0.605855443622617,0
762,0.522325570424972,0
763,0.585343292639367,0
764,0.51542513645254,0
765,0.672762395704467,0
766,0.569388001003119,0
767,0.658110742443786,0
768,0.667938852129515,0
769,0.640557533308157,0
770,0.535314793031872,1.5608868764172e-07
771,0.600355792738084,0
772,0.618694704101305,0
773,0.464298421888107,0
774,0.552765834446182,0
775,0.622573619746774,0
776,0.562511105349652,0
777,0.523108501915526,0
778,0.439148380036182,8.4894670898672e-07
779,0.572862300047028,0
780,0.593739430572136,0
781,0.58456863345267,0
782,0.46668334741561,5.36131141315455e-07
783,0.618195037543549,0
784,0.554841918899964,0
785,0.581264459283789,0
786,0.547988946087199,0
787,0.577640528494839,0
788,0.588778351215755,0
789,0.544798422731011,0
790,0.58161375448196,0
791,0.599066910468164,0
792,0.511052804664163,3.59571462382746e-07
793,0.583644410869727,0
794,0.647673463202042,0
795,0.604153328773984,0
796,0.560314428883259,0
797,0.624269187096695,0
798,0.502836975252559,0
799,0.672762050271392,0
800,0.634082379613382,0
801,0.512029936162825,0
802,0.594567318703684,0
803,0.506403804113154,0
804,0.472925135987914,0
805,0.571765407131629,0
806,0.56749905226272,0
807,0.557376155771131,0
808,0.639883579065557,0
809,0.582121836309485,0
810,0.591736300520063,0
811,0.517709378848514,0
812,0.572102920659621,0
813,0.515455839074375,0
814,0.478353550759261,2.00218726764678e-07
815,0.636621913390125,0
816,0.656742724581639,0
817,0.620984313631475,0
818,0.584029327733562,0
819,0.584040009456412,0
820,0.590674054347134,0
821,0.453433068121331,6.14133240206538e-07
822,0.524624623133113,0
823,0.490710702221808,0
824,0.57940072202346,0
825,0.589319980813961,0
826,0.523413054530069,0
827,0.594135125021856,0
828,0.600528940291814,0
829,0.554161891919843,0
830,0.579938969350773,0
831,0.705336247453158,0
832,0.566982259661858,0
833,0.495662020691395,0
834,0.577854967852156,0
835,0.517020915020903,0
836,0.499372868469651,0
837,0.661220483143963,0
838,0.669650922793659,0
839,0.648198721810825,0
840,0.59481573410559,0
841,0.532426511738337,0
842,0.587291416762427,0
843,0.426425151729127,1.75365147725426e-06
844,0.599890396580256,0
845,0.552492016246835,0
846,0.572253868757013,0
847,0.624336727972662,0
848,0.645152269237435,0
849,0.54127280089426,0
850,0.494226358084799,0
851,0.493845711184789,0
852,0.631228531639677,0
853,0.547164188147249,0
854,0.523100863000917,0
855,0.629927776781307,0
856,0.482681436177927,3.51712425628037e-07
857,0.534693338964482,0
858,0.594861456471587,0
859,0.605880552093256,0
860,0.608146063501684,0
861,0.561940677913964,0
862,0.629575389026615,0
863,0.641528291545004,0
864,0.655775663679372,0
865,0.505138213868842,0
866,0.628415602364047,0
867,0.464845529040011,0
868,0.531952449182657,0
869,0.565711862270717,0
870,0.616454882846362,0
871,0.529860468743431,0
872,0.570031508706655,0
873,0.560472237908005,0
874,0.578455570759445,0
875,0.563176811563359,0
876,0.669595382911081,0
877,0.487498098395891,3.6484087273525e-07
878,0.552242161588645,0
879,0.619890740366786,0
880,0.540772317447508,0
881,0.645497457815271,0
882,0.553513545363254,0
883,0.538541925565016,0
884,0.515622097160866,0
885,0.631723054675774,0
886,0.589655964768136,0
887,0.611332335423385,0
888,0.637948555247833,0
889,0.557552059985549,0
890,0.594544868834084,0
891,0.591334773925314,0
892,0.5909339073234,0
893,0.563961784783663,0
894,0.606185756206041,0
895,0.569111118371334,0
896,0.635398508553463,0
897,0.692105738356209,0
898,0.623465231304917,0
899,0.662142829218326,0
900,0.476434396813514,5.68529123778916e-07
901,0.475026045168702,4.45821452088602e-07
902,0.601992012275001,0
903,0.592086103548497,0
904,0.519112586378373,0
905,0.654345363899838,0
906,0.579849015226707,0
907,0.604200661555161,0
908,0.585253230839838,0
909,0.550747346779892,0
910,0.593085735229114,0
911,0.449453543349958,6.23262225163401e-07
912,0.680970035567927,0
913,0.577243422330249,0
914,0.542389762950021,0
915,0.570611720463809,0
916,0.588865938916876,0
917,0.694725912064746,0
918,0.621000031499678,0
919,0.482990896555104,4.82489241060424e-07
920,0.586973615801168,0
921,0.556134556426574,0
922,0.440012756228203,9.44577137063085e-07
923,0.536294290652147,0
924,0.527082446950538,0
925,0.582592769028827,0
926,0.638749625715401,0
927,0.525547033365607,0
928,0.54155604651128,0
929,0.56370754156053,0
930,0.638574922585185,0
931,0.562484208184719,0
932,0.610456988493766,0
933,0.57498528614151,0
934,0.618597451255473,0
935,0.577403393321293,0
936,0.564679603528562,0
937,0.596635790541873,0
938,0.528882485149005,0
939,0.658550937228972,0
940,0.629901024035754,0
941,0.635537269884224,0
942,0.650268155494981,0
943,0.616791682005327,0
944,0.569633148920282,0
945,0.541929972420123,0
946,0.531506803244398,0
947,0.628541685985551,0
948,0.559568137421904,0
949,0.583058670840476,0
950,0.565572493765783,0
951,0.468543613813796,0
952,0.394435105525714,4.67883465693486e-06
953,0.523632484882791,0
954,0.479691982330613,6.07410472586167e-07
955,0.592431075204213,0
956,0.556729905825969,0
957,0.603357841208865,0
958,0.621973031272262,0
959,0.561321194323564,0
960,0.594905042608445,0
961,0.61492100885368,0
962,0.480919828902545,0
963,0.471237141049002,0
964,0.504601870839743,0
965,0.603198747650533,0
966,0.641579915020697,0
967,0.643467295125832,0
968,0.579559189881331,0
969,0.53373108952017,1.57011365686799e-07
970,0.606524442653264,0
971,0.596021452729804,0
972,0.59665378313514,0
973,0.478657336490684,0
974,0.609572797401968,0
975,0.610813407821736,0
976,0.435869509951706,0
977,0.591571594316346,0
978,0.571695976528465,0
979,0.585161675068829,0
980,0.557568994015206,0
981,0.513200962781495,0
982,0.470191934562591,8.79470528014625e-07
983,0.610866831173327,0
984,0.561329746832014,0
985,0.616521037571953,0
986,0.637944199370066,0
987,0.486833995118374,0
988,0.535495623246573,0
989,0.65372799414591,0
990,0.583577569388746,0
991,0.589872859855622,0
992,0.453203512239793,0
993,0.545759870639645,0
994,0.520324554150498,0
995,0.609755899423534,0
996,0.565952536739679,0
997,0.441272575142142,9.87317885725592e-07
998,0.432046525878913,0
999,0.501247243444782,0
1000,0.432555528684363,7.7836248957297e-07
